@ID,TRANSACTION.TYPE,DEBIT.ACCT.NO,DEBIT.CURRENCY,DEBIT.AMOUNT,CREDIT.ACCT.NO,CREDIT.VALUE.DATE,ORDERING.CUST
FT0620263,AC,2000267,XAF,2812208,2001230,20260428,MICHEL DE LA HOARAU
FT0620264,AC,2002434,EUR,2744300,2000350,20260428,ANOUK TEIXEIRA DU JOSEPH
FT0620265,AC,2001333,USD,4063558,2001401,20260428,GEORGES TECHER DE LA COLLIN
FT0620266,AC,2001896,USD,251030,2002207,20260428,DANIELLE MARTINS DU MAILLOT
FT0620267,AC,2000315,XAF,4516791,2000324,20260428,DANIEL WAGNER
FT0620268,AC,2002565,XAF,2487075,2000118,20260428,CHRISTOPHE BÈGUE
FT0620269,AC,2000219,USD,923080,2001683,20260428,MAURICE DE SOUSA
FT0620270,AC,2000539,XAF,4352149,2000535,20260428,FRÉDÉRIQUE LE GALL DU LEBRUN
FT0620271,AC,2002910,EUR,496724,2000350,20260428,EUGÈNE DE LA LEGENDRE
FT0620272,AC,2001580,XAF,2519344,2003177,20260428,ANDRÉ MARTINS
FT0620273,AC,2001888,EUR,1955207,2000842,20260428,JACQUES CARRE-POTTIER
FT0620274,AC,2002910,EUR,1370872,2000961,20260428,EUGÈNE DE LA LEGENDRE
FT0620275,AC,2002477,XAF,3573631,2002742,20260428,GILLES LELEU
FT0620276,AC,2002079,XAF,1360436,2000284,20260428,HORTENSE LOPES
FT0620277,AC,2001415,USD,1388945,2000436,20260428,OLIVIER DE LA RIVIÈRE
FT0620278,AC,2000192,EUR,3333148,2002373,20260428,LUC REY
FT0620279,AC,2000727,EUR,3694880,2002333,20260428,MARCEL LECOMTE-SANCHEZ
FT0620280,AC,2000149,EUR,3336240,2000629,20260428,PATRICK MEYER
FT0620281,AC,2002517,XAF,4128505,2001545,20260428,DANIELLE GERMAIN-LOMBARD
FT0620282,AC,2001461,USD,898964,2000011,20260428,CAPUCINE TECHER
FT0620283,AC,2001937,USD,4633523,2001019,20260428,MICHELLE DIJOUX DU COUSIN
FT0620284,AC,2002414,EUR,1307465,2001473,20260428,GILLES POULAIN-RENARD
FT0620285,AC,2000772,XAF,2426101,2001297,20260428,ROBERT JOUBERT
FT0620286,AC,2001170,XAF,3806236,2001363,20260428,SUZANNE BOYER
FT0620287,AC,2000419,USD,2074111,2003183,20260428,ÉDOUARD BOYER
FT0620288,AC,2003224,XAF,3876187,2003207,20260428,TIMOTHÉE LAINE DE PARENT
FT0620289,AC,2003095,USD,4205210,2001934,20260428,STÉPHANIE-CLAUDE COULON
FT0620290,AC,2003122,USD,3524620,2003095,20260428,GABRIELLE-ZOÉ DIJOUX
FT0620291,AC,2002455,EUR,666088,2001229,20260428,LUCAS DE OLIVEIRA
FT0620292,AC,2002457,EUR,3684699,2001152,20260428,FRÉDÉRIQUE FAURE
FT0620293,AC,2000929,USD,1027076,2003151,20260428,LUC FERRAND
FT0620294,AC,2003022,EUR,904799,2001926,20260428,ZOÉ FOUCHER
FT0620295,AC,2002936,EUR,356886,2002825,20260428,AGNÈS CARON DE FAIVRE
FT0620296,AC,2002827,EUR,2652506,2000319,20260428,CÉCILE CARRE DE BOULAY
FT0620297,AC,2000968,USD,4265756,2000035,20260428,BERNARD TEXIER
FT0620298,AC,2000155,XAF,4173588,2000825,20260428,YVES BODIN DE DE SOUSA
FT0620299,AC,2002346,EUR,2967394,2001993,20260428,ADRIEN RODRIGUEZ
FT0620300,AC,2002537,USD,3970219,2000087,20260428,VICTOIRE MEUNIER LE BODIN
FT0620301,AC,2000869,XAF,2782960,2000753,20260428,LOUISE GERMAIN
FT0620302,AC,2002505,EUR,435736,2002333,20260428,GILLES-AUGUSTIN LEBRETON
FT0620303,AC,2003151,USD,4070841,2001477,20260428,SUSANNE MEUNIER
FT0620304,AC,2001442,EUR,1786325,2000758,20260428,ANTOINETTE LEROY
FT0620305,AC,2000115,XAF,2081409,2000708,20260428,PIERRE-THIBAUT GÉRARD
FT0620306,AC,2001959,XAF,3607230,2001037,20260428,THIBAUT KLEIN
FT0620307,AC,2002335,XAF,2733988,2002478,20260428,THIERRY-ÉTIENNE BENARD
FT0620308,AC,2003194,XAF,2678729,2001311,20260428,CHANTAL DE LA GUYON
FT0620309,AC,2000405,EUR,950017,2001929,20260428,NATHALIE-ÉDITH DENIS
FT0620310,AC,2002117,USD,2291774,2000984,20260428,MARIE FAIVRE
FT0620311,AC,2000088,EUR,2437249,2002850,20260428,ALFRED-ALEXANDRE PONS
FT0620312,AC,2001577,XAF,3385969,2003207,20260428,ANTOINE LÉVY
FT0620313,AC,2001356,EUR,2381951,2000928,20260428,PÉNÉLOPE DU REGNIER
FT0620314,AC,2002081,USD,2360201,2000163,20260428,PHILIPPINE BOUTIN
FT0620315,AC,2001447,EUR,3351342,2001074,20260428,ARTHUR PARENT
FT0620316,AC,2002176,EUR,3033118,2000860,20260428,ROBERT JOUBERT
FT0620317,AC,2000130,EUR,4467922,2000405,20260428,ADÈLE LEBRETON
FT0620318,AC,2002841,EUR,4633664,2001929,20260428,LOUISE LEBON
FT0620319,AC,2001917,EUR,4930237,2002825,20260428,ADRIEN DOS SANTOS
FT0620320,AC,2001747,USD,350190,2001886,20260428,ASTRID SIMON
FT0620321,AC,2000301,EUR,4239008,2002134,20260428,GEORGES FLEURY
FT0620322,AC,2003007,USD,1375937,2001461,20260428,LOUISE BLONDEL
FT0620323,AC,2001203,EUR,4957227,2002486,20260428,LUC DE LA GRENIER
FT0620324,AC,2001401,USD,2488955,2003179,20260428,PATRICK ROBIN
FT0620325,AC,2000471,EUR,2583410,2001442,20260428,JEANNE BERNARD
FT0620326,AC,2001149,XAF,4354614,2001770,20260428,STÉPHANE MEUNIER
FT0620327,AC,2000110,EUR,773340,2002895,20260428,MARGARET LEMOINE DE LA GUILLAUME
FT0620328,AC,2001664,EUR,3614650,2000560,20260428,ADÉLAÏDE DUPUIS-DURAND
FT0620329,AC,2001229,EUR,4000387,2000469,20260428,MARTINE LE GOFF
FT0620330,AC,2001854,EUR,2707718,2000628,20260428,MAGGIE NEVEU
FT0620331,AC,2002600,USD,2924425,2000638,20260428,GILLES-AUGUSTIN LEBRETON
FT0620332,AC,2001934,USD,4244160,2003007,20260428,JACQUES TANGUY
FT0620333,AC,2001220,USD,1891518,2001908,20260428,DIANE LÉGER
FT0620334,AC,2001678,USD,679494,2001280,20260428,ALFRED JACQUET
FT0620335,AC,2000260,USD,2134770,2001237,20260428,JULES GRONDIN-GUILBERT
FT0620336,AC,2000419,USD,100167,2001016,20260428,ÉDOUARD BOYER
FT0620337,AC,2002900,EUR,3581498,2000207,20260428,MARIANNE GIMENEZ
FT0620338,AC,2000180,EUR,4805544,2000746,20260428,BENOÎT-EUGÈNE LECOMTE
FT0620339,AC,2003205,XAF,4034966,2002241,20260428,DIANE ALEXANDRE
FT0620340,AC,2003235,EUR,4070526,2001511,20260428,MARGOT VINCENT
FT0620341,AC,2001266,USD,33482,2003071,20260428,ÉDITH FONTAINE-VALLET
FT0620342,AC,2001720,EUR,1757647,2002428,20260428,NICOLE FOUQUET DE LA LOPES
FT0620343,AC,2001105,EUR,3201154,2002581,20260428,ANTOINE LÉVY
FT0620344,AC,2001217,USD,2614789,2001048,20260428,ÉLÉONORE VIDAL
FT0620345,AC,2000128,XAF,735216,2001657,20260428,MARGOT VINCENT
FT0620346,AC,2000756,EUR,824545,2000192,20260428,LAURENT GUILBERT
FT0620347,AC,2003053,EUR,741601,2003214,20260428,BERNARD GIRAUD
FT0620348,AC,2002092,XAF,3241977,2001313,20260428,MICHELLE VALENTIN
FT0620349,AC,2000455,EUR,307209,2000510,20260428,CATHERINE LE DUMONT
FT0630000,AC,2000653,XAF,3305731,2000905,20260429,HORTENSE FABRE
FT0630001,AC,2001599,EUR,2112765,2000110,20260429,COLETTE NOËL
FT0630002,AC,2002665,USD,4910417,2002227,20260429,BENJAMIN TECHER-FOURNIER
FT0630003,AC,2000693,XAF,2212283,2002502,20260429,ÉLISE SIMON
FT0630004,AC,2000871,XAF,3367634,2002887,20260429,ZOÉ LE GILLES
FT0630005,AC,2000120,XAF,2930070,2002372,20260429,ALEX LAGARDE
FT0630006,AC,2000750,XAF,3812789,2001844,20260429,THOMAS BAUDRY
FT0630007,AC,2001842,XAF,3095726,2000248,20260429,CÉLINE DIALLO DU BOURDON
FT0630008,AC,2001508,EUR,2192113,2000110,20260429,VICTOR DUVAL
FT0630009,AC,2002895,EUR,1206479,2001926,20260429,HENRIETTE COULON
FT0630010,AC,2002236,XAF,1103698,2000625,20260429,SUZANNE NICOLAS
FT0630011,AC,2000367,EUR,3961549,2001641,20260429,CÉCILE LUCAS
FT0630012,AC,2000436,USD,1939813,2000678,20260429,JEANNINE MEYER
FT0630013,AC,2001013,XAF,1412321,2001242,20260429,ROBERT ALBERT
FT0630014,AC,2002627,USD,1788095,2002883,20260429,NATHALIE LACOMBE
FT0630015,AC,2002267,XAF,355405,2001039,20260429,RENÉ LAURENT
FT0630016,AC,2001878,USD,3809054,2003155,20260429,MICHELLE ALLAIN
FT0630017,AC,2001694,EUR,355661,2002277,20260429,GRÉGOIRE GERMAIN
FT0630018,AC,2001926,EUR,2585597,2001724,20260429,ANOUK MAHE
FT0630019,AC,2002483,EUR,3123150,2002701,20260429,BENJAMIN BODIN
FT0630020,AC,2000581,XAF,3678546,2002510,20260429,BERNARD ANDRE
FT0630021,AC,2002871,USD,4424193,2001986,20260429,ANTOINE DE RICHARD
FT0630022,AC,2001057,EUR,1661287,2000787,20260429,BENJAMIN-SÉBASTIEN SAMSON
FT0630023,AC,2001793,XAF,131225,2002074,20260429,LUCAS PIERRE
FT0630024,AC,2003081,XAF,1507386,2000857,20260429,ALEXANDRIE OLLIVIER-LECOQ
FT0630025,AC,2001074,EUR,2428846,2001804,20260429,ANTOINETTE-EMMANUELLE GODARD
FT0630026,AC,2000651,EUR,372546,2002880,20260429,AURÉLIE-NATHALIE GILLET
FT0630027,AC,2000832,XAF,4408967,2002249,20260429,BRIGITTE HAMON
FT0630028,AC,2003067,EUR,2789250,2002498,20260429,ADRIENNE PEREIRA
FT0630029,AC,2002316,XAF,3584050,2002887,20260429,LÉON GUICHARD
FT0630030,AC,2002486,EUR,3043290,2000787,20260429,GABRIELLE BRUNET
FT0630031,AC,2001599,EUR,2921779,2002264,20260429,COLETTE NOËL
FT0630032,AC,2000131,XAF,2102781,2002525,20260429,MARGARET GRENIER
FT0630033,AC,2002931,USD,1010487,2002048,20260429,PIERRE-THIBAUT GÉRARD
FT0630034,AC,2001035,USD,1522193,2001426,20260429,BERNARD-RENÉ DELAUNAY
FT0630035,AC,2002020,USD,1486123,2000828,20260429,DAVID ADAM
FT0630036,AC,2002834,USD,3692562,2002823,20260429,CÉCILE-AURÉLIE BENARD
FT0630037,AC,2001159,EUR,433405,2002825,20260429,MICHELLE VALENTIN
FT0630038,AC,2001015,USD,2797393,2000964,20260429,ANTOINETTE-EMMANUELLE GODARD
FT0630039,AC,2000361,USD,4846756,2002840,20260429,ÉDOUARD PIERRE-HAMEL
FT0630040,AC,2001764,EUR,3453511,2000414,20260429,JULES COSTE
FT0630041,AC,2001477,USD,500870,2000738,20260429,CÉCILE VERDIER-SCHMITT
FT0630042,AC,2001705,USD,645432,2001852,20260429,ÉLISE-HORTENSE CHRÉTIEN
FT0630043,AC,2002703,XAF,86665,2000668,20260429,JACQUES ALLAIN-GOMES
FT0630044,AC,2002757,EUR,803977,2000903,20260429,BENOÎT GONCALVES
FT0630045,AC,2002337,USD,971192,2001603,20260429,HÉLÈNE LEFEBVRE
FT0630046,AC,2002603,USD,4562329,2001816,20260429,JACQUES GUIBERT
FT0630047,AC,2000282,USD,921153,2001333,20260429,WILLIAM FAIVRE
FT0630048,AC,2000353,EUR,4112597,2002590,20260429,CHRISTINE LAROCHE
FT0630049,AC,2000120,XAF,4227218,2002490,20260429,ALEX LAGARDE
FT0630050,AC,2002699,USD,3279882,2000678,20260429,AGATHE LEMOINE
FT0630051,AC,2000942,XAF,3744808,2002225,20260429,HENRI MUNOZ
FT0630052,AC,2001021,EUR,3195150,2002386,20260429,VICTOR GUILLOT
FT0630053,AC,2000862,EUR,783566,2000842,20260429,AMÉLIE-ANTOINETTE DAVID
FT0630054,AC,2001794,EUR,77509,2002341,20260429,ANOUK MUNOZ
FT0630055,AC,2000786,EUR,3135659,2002895,20260429,THIERRY SAUVAGE
FT0630056,AC,2002819,XAF,2731821,2000324,20260429,JOSÉPHINE LAMY
FT0630057,AC,2000230,EUR,21044,2002649,20260429,CONSTANCE LECOMTE
FT0630058,AC,2002917,USD,4463625,2001262,20260429,RÉMY LAGARDE
FT0630059,AC,2001318,EUR,4409380,2001774,20260429,ASTRID ALEXANDRE
FT0630060,AC,2001730,EUR,449992,2002281,20260429,EUGÈNE DE LA LEGENDRE
FT0630061,AC,2003231,EUR,4957443,2002762,20260429,MARC PRÉVOST
FT0630062,AC,2003118,XAF,2536238,2000348,20260429,GABRIEL DU DUPONT
FT0630063,AC,2002669,USD,2590810,2000436,20260429,ALAIN RÉMY DU RODRIGUEZ
FT0630064,AC,2002603,USD,1731255,2000578,20260429,JACQUES GUIBERT
FT0630065,AC,2000392,USD,4444784,2000396,20260429,MARINE LE BOUCHER
FT0630066,AC,2002269,USD,2881792,2000478,20260429,RÉMY DE LA PICHON
FT0630067,AC,2000911,USD,22726,2002430,20260429,MATHILDE TOUSSAINT
FT0630068,AC,2000979,EUR,4861087,2001836,20260429,EMMANUELLE BOULAY DU LEBRUN
FT0630069,AC,2001425,XAF,719141,2000981,20260429,AUGUSTE BENOIT
FT0630070,AC,2000618,XAF,922592,2002779,20260429,BRIGITTE HAMON
FT0630071,AC,2000436,USD,1078557,2000219,20260429,JEANNINE MEYER
FT0630072,AC,2001107,XAF,1087521,2000548,20260429,JÉRÔME CHARPENTIER-RAMOS
FT0630073,AC,2002556,USD,1290258,2003124,20260429,RÉMY LE MASSON
FT0630074,AC,2000469,EUR,1777951,2000769,20260429,WILLIAM DEVAUX
FT0630075,AC,2000010,USD,1709759,2002091,20260429,CATHERINE DU LEROY
FT0630076,AC,2000703,USD,1003194,2001262,20260429,ANTOINETTE-EMMANUELLE GODARD
FT0630077,AC,2001954,XAF,4741516,2002731,20260429,TRISTAN MICHAUD
FT0630078,AC,2001203,EUR,4832425,2002649,20260429,LUC DE LA GRENIER
FT0630079,AC,2000737,USD,4081855,2001785,20260429,ISABELLE COLAS LE GONZALEZ
FT0630080,AC,2001889,XAF,2309868,2002358,20260429,JULES GRONDIN-GUILBERT
FT0630081,AC,2000869,XAF,2890872,2001320,20260429,LOUISE GERMAIN
FT0630082,AC,2002729,XAF,3814016,2000681,20260429,AIMÉ TORRES
FT0630083,AC,2000074,EUR,3532543,2002581,20260429,CONSTANCE LECOMTE
FT0630084,AC,2001239,USD,1713653,2001220,20260429,NOËL LE RENARD
FT0630085,AC,2002916,XAF,2414517,2000483,20260429,ALEX LAGARDE
FT0630086,AC,2000312,XAF,3509845,2001672,20260429,CÉLINE DIALLO DU BOURDON
FT0630087,AC,2000837,XAF,4057548,2000273,20260429,MARGAUD RAYNAUD DU DELORME
FT0630088,AC,2002407,USD,1091103,2002065,20260429,DANIELLE HENRY DE LA LEDOUX
FT0630089,AC,2002237,EUR,3595782,2003235,20260429,SÉBASTIEN THIERRY-MARTY
FT0630090,AC,2001926,EUR,1822768,2001714,20260429,ANOUK MAHE
FT0630091,AC,2001752,XAF,4504047,2001110,20260429,VALÉRIE CARON
FT0630092,AC,2001623,EUR,1370949,2001988,20260429,CONSTANCE PIERRE-POTTIER
FT0630093,AC,2000611,USD,3899318,2002229,20260429,AUGUSTE BENOIT
FT0630094,AC,2001709,EUR,647306,2002276,20260429,EMMANUELLE BLIN
FT0630095,AC,2002298,USD,206917,2002297,20260429,JOSEPH MARION
FT0630096,AC,2000770,EUR,2694380,2001254,20260429,DENIS MARIN-RAMOS
FT0630097,AC,2000746,EUR,2261029,2002036,20260429,SUSAN DEVAUX
FT0630098,AC,2002623,EUR,3707895,2002176,20260429,ROBERT LECOMTE
FT0630099,AC,2001459,XAF,2257287,2002706,20260429,ÉRIC HERNANDEZ
FT0630100,AC,2002233,XAF,432571,2003206,20260429,ZACHARIE BECKER
FT0630101,AC,2000405,EUR,1973220,2001396,20260429,NATHALIE-ÉDITH DENIS
FT0630102,AC,2002810,XAF,1806374,2002720,20260429,CÉCILE GÉRARD DE RAYMOND
FT0630103,AC,2002192,EUR,4406250,2001433,20260429,VINCENT BRUN
FT0630104,AC,2001123,XAF,3174846,2002712,20260429,LUC MOREAU
FT0630105,AC,2001160,EUR,3713958,2000384,20260429,ALICE BLANC-DUMONT
FT0630106,AC,2000350,EUR,4251615,2001787,20260429,ZACHARIE MARTINS-CLERC
FT0630107,AC,2002434,EUR,3763143,2002284,20260429,ANOUK TEIXEIRA DU JOSEPH
FT0630108,AC,2000329,USD,3368729,2001918,20260429,INÈS DELATTRE
FT0630109,AC,2001307,USD,2169904,2001220,20260429,ÉTIENNE BOULAY
FT0630110,AC,2002895,EUR,1454796,2000864,20260429,HENRIETTE COULON
FT0630111,AC,2003024,USD,1362768,2002840,20260429,CLAUDINE-MARGOT CHARPENTIER
FT0630112,AC,2000304,USD,4097910,2000035,20260429,AURÉLIE-MARGOT BOUCHER
FT0630113,AC,2002457,EUR,997836,2002115,20260429,FRÉDÉRIQUE FAURE
FT0630114,AC,2002539,XAF,3498673,2003086,20260429,MARGOT DANIEL
FT0630115,AC,2001545,XAF,361736,2001146,20260429,MARIE KLEIN
FT0630116,AC,2002250,USD,1472361,2000093,20260429,ANTOINE GRONDIN DU DUMONT
FT0630117,AC,2001977,XAF,565130,2002619,20260429,MICHEL LOPEZ
FT0630118,AC,2000910,XAF,4843650,2003133,20260429,DAVID ADAM
FT0630119,AC,2000976,XAF,4976662,2000621,20260429,SUSANNE MASSON LE BÈGUE
FT0630120,AC,2002823,USD,3193099,2001288,20260429,GUY-XAVIER RICHARD
FT0630121,AC,2000051,USD,4042971,2000911,20260429,MARTIN PEREIRA
FT0630122,AC,2001394,USD,2797590,2000163,20260429,INÈS SCHMITT
FT0630123,AC,2000024,USD,3555436,2001688,20260429,ALICE DA COSTA
FT0630124,AC,2002969,EUR,856744,2000283,20260429,YVES PETITJEAN
FT0630125,AC,2000292,XAF,2157101,2000432,20260429,MATHILDE VIDAL
FT0630126,AC,2001069,XAF,2799472,2000747,20260429,LUCY DIAS
FT0630127,AC,2000361,USD,3607303,2000828,20260429,ÉDOUARD PIERRE-HAMEL
FT0630128,AC,2001152,EUR,378127,2000048,20260429,LUCAS CARLIER
FT0630129,AC,2001972,XAF,2960212,2002354,20260429,CHRISTOPHE-LAURENT GEORGES
FT0630130,AC,2001763,EUR,753628,2000510,20260429,SÉBASTIEN DE LA COURTOIS
FT0630131,AC,2000239,USD,1323056,2001705,20260429,FRANÇOIS GONZALEZ
FT0630132,AC,2002627,USD,1462762,2000929,20260429,NATHALIE LACOMBE
FT0630133,AC,2002853,XAF,320463,2002583,20260429,AGNÈS CARON DE FAIVRE
FT0630134,AC,2001847,XAF,4884682,2002131,20260429,PATRICK MEYER
FT0630135,AC,2003131,USD,4311282,2000240,20260429,EMMANUEL DELAUNAY
FT0630136,AC,2002711,XAF,668004,2001194,20260429,ARTHUR JACOB
FT0630137,AC,2000375,EUR,1419929,2002802,20260429,AUGUSTE BENOIT
FT0630138,AC,2000958,XAF,2410493,2000623,20260429,LUC MULLER
FT0630139,AC,2002934,USD,1416351,2001060,20260429,AIMÉ DEVAUX-COLLET
FT0630140,AC,2000259,EUR,4481470,2002825,20260429,PHILIPPINE PARENT
FT0630141,AC,2001052,XAF,3776409,2002425,20260429,THÉODORE DE ADAM
FT0630142,AC,2002453,USD,1326483,2001262,20260429,DENIS BOYER
FT0630143,AC,2000959,XAF,242467,2002410,20260429,ISAAC-MARTIN VALENTIN
FT0630144,AC,2000314,XAF,925907,2000791,20260429,LOUISE BLONDEL
FT0630145,AC,2002489,EUR,509484,2001929,20260429,BENJAMIN NEVEU DU MICHEL
FT0630146,AC,2002220,EUR,3707714,2002373,20260429,LUCIE-NICOLE LÉVY
FT0630147,AC,2001859,USD,3551137,2001748,20260429,MAURICE GUICHARD-LAMY
FT0630148,AC,2001482,XAF,4722834,2000962,20260429,PATRICIA MARIN
FT0630149,AC,2000471,EUR,1475656,2003184,20260429,JEANNE BERNARD
FT0630150,AC,2002936,EUR,4338970,2001254,20260429,AGNÈS CARON DE FAIVRE
FT0630151,AC,2003079,XAF,734198,2001145,20260429,NOËL FERNANDES
FT0630152,AC,2002969,EUR,1299790,2002489,20260429,YVES PETITJEAN
FT0630153,AC,2002229,USD,809875,2001166,20260429,GABRIELLE GILLET-RICHARD
FT0630154,AC,2002637,XAF,1338201,2000001,20260429,SIMONE-DANIELLE PERRIN
FT0630155,AC,2002989,EUR,4486656,2001442,20260429,LOUISE LEBON
FT0630156,AC,2001934,USD,2514973,2002608,20260429,JACQUES TANGUY
FT0630157,AC,2000900,USD,1807218,2000765,20260429,ÉDOUARD DE LA BLONDEL
FT0630158,AC,2001995,XAF,3752342,2000084,20260429,ANASTASIE-VIRGINIE POIRIER
FT0630159,AC,2000767,USD,1131575,2003196,20260429,PHILIPPE-TRISTAN GILLET
FT0630160,AC,2001749,XAF,1151708,2000729,20260429,NATHALIE LACOMBE
FT0630161,AC,2000419,USD,3860960,2000690,20260429,ÉDOUARD BOYER
FT0630162,AC,2000671,XAF,303808,2002129,20260429,CORINNE MORVAN
FT0630163,AC,2000775,USD,3225995,2002312,20260429,SUZANNE BOYER
FT0630164,AC,2002686,XAF,3425881,2000018,20260429,CLAIRE-ALICE LOPEZ
FT0630165,AC,2000964,USD,691419,2000656,20260429,JOSEPH GALLET
FT0630166,AC,2002014,XAF,133314,2000591,20260429,AUDREY MALLET DE LA LEMAÎTRE
FT0630167,AC,2001121,XAF,3952385,2002328,20260429,BENJAMIN NEVEU DU MICHEL
FT0630168,AC,2003075,USD,3441226,2000516,20260429,LUCY LEGENDRE
FT0630169,AC,2000045,XAF,3696706,2002050,20260429,ÉRIC HARDY
FT0630170,AC,2002386,EUR,3698584,2001627,20260429,STÉPHANE DU PIERRE
FT0630171,AC,2001031,EUR,3705889,2001442,20260429,TRISTAN LEBON LE VIDAL
FT0630172,AC,2002538,EUR,3020247,2002797,20260429,ANTOINE DE LETELLIER
FT0630173,AC,2001855,EUR,260218,2000745,20260429,GÉRARD MORENO
FT0630174,AC,2000900,USD,1825471,2002308,20260429,ÉDOUARD DE LA BLONDEL
FT0630175,AC,2000690,USD,810245,2001047,20260429,NOËL MERLE
FT0630176,AC,2001691,EUR,1762430,2000271,20260429,SUZANNE BOYER
FT0630177,AC,2001777,XAF,3312827,2002326,20260429,AGNÈS CARON DE FAIVRE
FT0630178,AC,2000290,USD,3903408,2002883,20260429,ADRIEN-XAVIER BERNARD
FT0630179,AC,2002579,EUR,971684,2000088,20260429,TIMOTHÉE DU BOULAY
FT0630180,AC,2001227,EUR,1339394,2002534,20260429,ROBERT LECOMTE
FT0630181,AC,2002697,EUR,3653703,2000383,20260429,AMÉLIE MACE
FT0630182,AC,2001796,EUR,2097923,2002437,20260429,MARGARET KLEIN-MERLE
FT0630183,AC,2000207,EUR,665560,2001616,20260429,STÉPHANIE ALVES
FT0630184,AC,2001497,USD,3439897,2001047,20260429,MATTHIEU PICARD
FT0630185,AC,2000969,XAF,2762554,2000003,20260429,JULIEN JOLY
FT0630186,AC,2000233,EUR,1298016,2001210,20260429,MATHILDE VIDAL
FT0630187,AC,2001188,XAF,2094902,2003121,20260429,MARCELLE MASSON
FT0630188,AC,2002102,USD,1491962,2002883,20260429,MARGARET LACROIX
FT0630189,AC,2002081,USD,3559447,2003173,20260429,PHILIPPINE BOUTIN
FT0630190,AC,2002524,XAF,3698498,2000534,20260429,ADRIENNE LEFEBVRE
FT0630191,AC,2003130,EUR,2912232,2001445,20260429,LAETITIA GRÉGOIRE
FT0630192,AC,2002494,XAF,390152,2001580,20260429,EUGÈNE BESNARD
FT0630193,AC,2000950,XAF,3652950,2002502,20260429,SUZANNE BENARD LE CARLIER
FT0630194,AC,2002558,XAF,1430724,2002496,20260429,TRISTAN-HENRI BERNARD
FT0630195,AC,2000225,EUR,1031066,2002841,20260429,SUSAN CARON
FT0630196,AC,2000697,EUR,4516238,2002802,20260429,ROBERT BARBE
FT0630197,AC,2000918,EUR,2814163,2002850,20260429,ROBERT LECOMTE
FT0630198,AC,2002379,EUR,1049756,2002295,20260429,FRANÇOISE GONZALEZ
FT0630199,AC,2002370,EUR,2903643,2001794,20260429,DIANE ALEXANDRE
FT0630200,AC,2002743,USD,3131610,2000611,20260429,MARTIN-ÉTIENNE BERTHELOT
FT0630201,AC,2000361,USD,4916494,2002699,20260429,ÉDOUARD PIERRE-HAMEL
FT0630202,AC,2001237,USD,913345,2000098,20260429,MICHEL DU ARNAUD
FT0630203,AC,2000703,USD,4318571,2003099,20260429,ANTOINETTE-EMMANUELLE GODARD
FT0630204,AC,2000643,XAF,2457877,2001906,20260429,NATHALIE LÉGER
FT0630205,AC,2001070,XAF,4394972,2002784,20260429,LAURENCE BRIAND DE LA NICOLAS
FT0630206,AC,2000260,USD,4080538,2002509,20260429,JULES GRONDIN-GUILBERT
FT0630207,AC,2001723,EUR,2445163,2003130,20260429,HUGUES PELTIER
FT0630208,AC,2001794,EUR,2328600,2002134,20260429,ANOUK MUNOZ
FT0630209,AC,2002232,XAF,2460523,2002957,20260429,HORTENSE PAUL
FT0630210,AC,2002320,XAF,3133666,2001029,20260429,TIMOTHÉE LESAGE
FT0630211,AC,2001461,USD,2644813,2003238,20260429,CAPUCINE TECHER
FT0630212,AC,2001184,XAF,2955925,2001499,20260429,THÉRÈSE LOUIS
FT0630213,AC,2000928,EUR,4908578,2002529,20260429,THIERRY LEMAÎTRE-CAMUS
FT0630214,AC,2002945,XAF,1146581,2003178,20260429,PHILIPPE WEISS
FT0630215,AC,2001119,XAF,1483402,2000840,20260429,SUZANNE PICARD
FT0630216,AC,2002358,XAF,3804337,2002096,20260429,JEAN LEBRETON
FT0630217,AC,2001216,USD,1734118,2002447,20260429,MARTIN GAUTIER
FT0630218,AC,2002412,EUR,4922843,2001236,20260429,CATHERINE CARON
FT0630219,AC,2001026,USD,3523923,2002093,20260429,CHRISTOPHE BÈGUE
FT0630220,AC,2001485,XAF,1719446,2001984,20260429,THIERRY GAILLARD-LENOIR
FT0630221,AC,2000470,EUR,2876168,2001929,20260429,FRANCK DUHAMEL
FT0630222,AC,2003151,USD,1925607,2001486,20260429,SUSANNE MEUNIER
FT0630223,AC,2001339,USD,962177,2003103,20260429,CHRISTIANE MAILLOT
FT0630224,AC,2002556,USD,4358942,2001908,20260429,RÉMY LE MASSON
FT0630225,AC,2003238,USD,2337720,2002730,20260429,DAVID LEGRAND
FT0630226,AC,2001411,XAF,871976,2000601,20260429,JULIEN LEGROS-CHARLES
FT0630227,AC,2000512,XAF,2552121,2001303,20260429,PAUL MOREAU LE PIRES
FT0630228,AC,2002353,XAF,3036582,2000303,20260429,SUZANNE ARNAUD
FT0630229,AC,2002453,USD,478069,2003148,20260429,DENIS BOYER
FT0630230,AC,2003191,USD,114366,2003166,20260429,BERTRAND-DENIS BERNARD
FT0630231,AC,2001725,USD,2790724,2002696,20260429,CHRISTINE HERNANDEZ
FT0630232,AC,2002119,EUR,1743736,2003235,20260429,SUZANNE BENARD LE CARLIER
FT0630233,AC,2002410,XAF,2547728,2001868,20260429,ZOÉ DE LA RIBEIRO
FT0630234,AC,2001015,USD,2547040,2002834,20260429,ANTOINETTE-EMMANUELLE GODARD
FT0630235,AC,2001878,USD,674193,2002696,20260429,MICHELLE ALLAIN
